         689521350 function calls (683255439 primitive calls) in 448.732 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
  8169642    0.698    0.000    0.698    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\signals.py:113(value)
   809440    0.638    0.000    0.677    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\lib\format.py:283(descr_to_dtype)
  1183424    0.340    0.000    0.655    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\_config.py:16(_get_threadlocal_config)
       14    0.000    0.000    0.651    0.047 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\connection.py:161(_new_conn)
       14    0.000    0.000    0.651    0.047 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\urllib3\util\connection.py:37(create_connection)
   809455    0.330    0.000    0.649    0.000 {built-in method builtins.all}
       14    0.644    0.046    0.644    0.046 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.633    0.633 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\serialization.py:502(load)
   295856    0.229    0.000    0.632    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\matching\distance.py:243(<listcomp>)
        1    0.000    0.000    0.626    0.626 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\serialization.py:836(_load)
        1    0.002    0.002    0.626    0.626 {method 'load' of '_pickle.Unpickler' objects}
  1380848    0.616    0.000    0.616    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\fromnumeric.py:70(<dictcomp>)
      392    0.001    0.000    0.615    0.002 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\serialization.py:848(persistent_load)
      392    0.613    0.002    0.614    0.002 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\serialization.py:841(load_tensor)
   591712    0.476    0.000    0.612    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\numpy\core\getlimits.py:382(__new__)
1183534/1183479    0.612    0.000    0.612    0.000 {built-in method _abc._abc_subclasscheck}
  3550352    0.582    0.000    0.582    0.000 {built-in method builtins.issubclass}
  1775136    0.578    0.000    0.578    0.000 {built-in method numpy.asarray}
   809440    0.572    0.000    0.572    0.000 {built-in method numpy.frombuffer}
