         183668666 function calls (180777045 primitive calls) in 236.597 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        3    0.000    0.000    0.147    0.049 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\nn\modules\sparse.py:148(reset_parameters)
        3    0.000    0.000    0.147    0.049 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\nn\init.py:138(normal_)
        3    0.000    0.000    0.147    0.049 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\torch\nn\init.py:17(_no_grad_normal_)
        3    0.147    0.049    0.147    0.049 {method 'normal_' of 'torch._C._TensorBase' objects}
     1166    0.140    0.000    0.142    0.000 {method 'integrated_call' of 'grpc._cython.cygrpc.Channel' objects}
      571    0.018    0.000    0.142    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\client\prepare.py:566(search_requests_with_expr)
      571    0.003    0.000    0.138    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\client\abstract.py:500(__init__)
   405789    0.136    0.000    0.136    0.000 {method 'join' of 'str' objects}
      571    0.082    0.000    0.135    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\client\abstract.py:511(_pack)
    99308    0.072    0.000    0.131    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\data.py:103(__setitem__)
      571    0.007    0.000    0.124    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\sklearn\preprocessing\_data.py:1733(normalize)
   404720    0.120    0.000    0.120    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\tokenize.py:164(__init__)
   346940    0.117    0.000    0.117    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\client\abstract.py:225(__init__)
   404720    0.115    0.000    0.115    0.000 {built-in method sys.exc_info}
      573    0.002    0.000    0.115    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\orm\schema.py:146(construct_from_dict)
   346940    0.114    0.000    0.114    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\pymilvus\client\abstract.py:248(value_of_field)
411741/411451    0.073    0.000    0.112    0.000 {built-in method builtins.hasattr}
   161930    0.042    0.000    0.108    0.000 C:\Users\Pascal\Desktop\WannaDB\lab23_wannadb_scale-up\wannadb\data\signals.py:166(from_serializable)
   411113    0.104    0.000    0.104    0.000 {method 'decode' of 'bytes' objects}
   404720    0.104    0.000    0.104    0.000 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\contextlib.py:389(__init__)
       24    0.000    0.000    0.098    0.004 C:\Users\Pascal\AppData\Local\Programs\Python\Python39\lib\site-packages\transformers\models\bert\modeling_bert.py:352(__init__)
   606054    0.098    0.000    0.098    0.000 {method 'get' of 'dict' objects}
